id,created_at,operator_name,station_id,raw_scan,part_id,serial_number,batch_comment,idempotency_key,dashboard_notes
10289,2025-12-01 15:16:05+00,Maria L,OP12,,100756NW,756NW15210,,,
10284,2025-12-01 14:51:18+00,Maria L,OP12,,100756NW,756NW15209,,,
10278,2025-12-01 14:24:18+00,Maria L,OP12,,100756NW,756NW15208,,,
10266,2025-12-01 13:59:15+00,Maria L,OP12,,100756NW,756NW15207,,,
10261,2025-12-01 13:22:37+00,Maria L,OP12,,100756NW,756NW15206,,,
10253,2025-12-01 12:57:25+00,Maria L,OP12,,100756NW,756NW15205,,,
10243,2025-12-01 12:32:08+00,Maria L,OP12,,100756NW,756NW15204,,,
10238,2025-12-01 12:00:49+00,Maria L,OP12,,100756NW,756NW15203,,,
10232,2025-11-28 17:16:50+00,Maria L,OP12,,100756NW,756NW15202,,,
10227,2025-11-28 16:51:32+00,Maria L,OP12,,100756NW,756NW15201,,,
10224,2025-11-28 16:28:02+00,Maria L,OP12,,100756NW,756NW15200,,,
10217,2025-11-28 15:57:33+00,Maria L,OP12,,100756NW,756NW15199,,,
10213,2025-11-28 15:33:28+00,Maria L,OP12,,100756NW,756NW15198,,,
10210,2025-11-28 15:09:20+00,Maria L,OP12,,100756NW,756NW15197,,,
10207,2025-11-28 14:45:21+00,Maria L,OP12,,100756NW,756NW15196,,,
10205,2025-11-28 14:19:23+00,Maria L,OP12,,100756NW,756NW15195,,,
10198,2025-11-28 13:55:00+00,Maria L,OP12,,100756NW,756NW15194,,,
10193,2025-11-28 13:16:37+00,Maria L,OP12,,100756NW,756NW15193,,,
10192,2025-11-28 12:55:09+00,Maria L,OP12,,100756NW,756NW15192,,,
10189,2025-11-28 12:28:50+00,Maria L,OP12,,100756NW,756NW15191,,,
10185,2025-11-28 12:05:10+00,Maria L,OP12,,100756NW,756NW15190,,,
10184,2025-11-28 11:42:26+00,Maria L,OP12,,100756NW,756NW15189,,,
10034,2025-11-25 20:47:19+00,Maria L,OP12,,100756NW,756NW15188,,,
10027,2025-11-25 20:19:29+00,Maria L,OP12,,100756NW,756NW15187,,,
10005,2025-11-25 19:40:52+00,Maria L,OP12,,100756NW,756NW15186,,,
10004,2025-11-25 19:39:00+00,Maria L,OP12,,100756NW,756NW15184,,,
10003,2025-11-25 19:38:28+00,Maria L,OP12,,100756NW,756NW15183,,,
9834,2025-11-21 19:30:17+00,Laura,MAIN,,100756NW,756NW151827,,,
9833,2025-11-21 19:30:04+00,Laura,MAIN,,100756NW,756NW151816,,,
9832,2025-11-21 19:29:52+00,Laura,MAIN,,100756NW,756NW151805,,,
9763,2025-11-20 15:50:37+00,Laura,MAIN,,100756NW,756NW15185,,,
9762,2025-11-20 15:40:56+00,Laura,MAIN,,100756NW,756NW15178,,,
9761,2025-11-20 15:08:49+00,Laura,MAIN,,100756NW,756NW15177,,,
9711,2025-11-19 23:17:41+00,Laura,MAIN,,100756NW,756NW15176,,,
9710,2025-11-19 23:17:36+00,Laura,MAIN,,100756NW,756NW15175,,,
9709,2025-11-19 23:17:29+00,Laura,MAIN,,100756NW,756NW15174,,,
9708,2025-11-19 23:17:21+00,Laura,MAIN,,100756NW,756NW15173,,,
9707,2025-11-19 23:17:16+00,Laura,MAIN,,100756NW,756NW15172,,,
9706,2025-11-19 23:17:08+00,Laura,MAIN,,100756NW,756NW15171,,,
9705,2025-11-19 23:17:01+00,Laura,MAIN,,100756NW,756NW15170,,,
9704,2025-11-19 19:48:05+00,Laura,MAIN,,100756NW,756NW15169,,,
9703,2025-11-19 16:19:52+00,Laura,MAIN,,100756NW,756NW15168,,,
9702,2025-11-19 14:33:41+00,Laura,MAIN,,100756NW,756NW15167,,,
9701,2025-11-19 13:54:55+00,Laura,MAIN,,100756NW,756NW15166,,,
12057,2025-12-22 14:19:18.483186+00,Faye,OP4,+B446100757E21/$+757E210886N,100757E2,757E210886,,757E210886-OP4-1766413120418,
12037,2025-12-22 13:51:59.719864+00,Faye,OP4,+B446100757E21/$+757E210885M,100757E2,757E210885,,757E210885-OP4-1766411481564,
12015,2025-12-22 13:06:08.805578+00,Faye,OP4,+B446100757E21/$+757E210884L,100757E2,757E210884,,757E210884-OP4-1766408730707,
12006,2025-12-22 12:39:37.239823+00,Faye,OP4,+B446100757E21/$+757E210883K,100757E2,757E210883,,757E210883-OP4-1766407139162,
11997,2025-12-22 12:09:49.750087+00,Faye,OP4,+B446100757E21/$+757E210882J,100757E2,757E210882,,757E210882-OP4-1766405351636,
11871,2025-12-18 21:32:11.424214+00,Faye,OP4,+B446100757E21/$+757E210881I,100757E2,757E210881,,,
11864,2025-12-18 21:02:44.473682+00,Faye,OP4,+B446100757E21/$+757E210880H,100757E2,757E210880,,,
11856,2025-12-18 20:19:11.807792+00,Faye,OP4,+B446100757E21/$+757E210879P,100757E2,757E210879,,,
11849,2025-12-18 19:43:25.443885+00,Faye,OP4,+B446100757E21/$+757E210878O,100757E2,757E210878,,,
11841,2025-12-18 19:14:40.232779+00,Faye,OP4,+B446100757E21/$+757E210877N,100757E2,757E210877,,,
9673,2025-12-18 13:51:11.981554+00,Maria G,OP7,+B446100757E21/$+757E210876M,100757E2,757E210876,,,
9665,2025-12-18 13:46:33.623461+00,Maria G,OP7,+B446100757E21/$+757E210875L,100757E2,757E210875,,,
6752,2025-12-15 14:07:01+00,Faye,OP4,+B446100757E21/$+757E210869O,100757E2,757E210869,,,
6744,2025-12-15 13:22:36+00,Faye,OP4,+B446100757E21/$+757E210868N,100757E2,757E210868,,,
6737,2025-12-15 12:53:00+00,Faye,OP4,+B446100757E21/$+757E210867M,100757E2,757E210867,,,
6699,2025-12-15 10:56:58+00,Faye,OP4,+B446100757E21/$+757E210866L,100757E2,757E210866,,,
6687,2025-12-15 10:25:21+00,Faye,OP4,+B446100757E21/$+757E210865K,100757E2,757E210865,,,
9941,2025-11-25 15:20:13+00,Laura,MAIN,,100757E2,757E210874,,,
9927,2025-11-25 14:56:21+00,Laura,MAIN,,100757E2,757E210873,,,
9926,2025-11-25 14:56:08+00,Laura,MAIN,,100757E2,757E210872,,,
9918,2025-11-25 14:26:01+00,Laura,MAIN,,100757E2,757E210871,,,
9908,2025-11-25 14:06:05+00,Laura,MAIN,,100757E2,757E210870,,,
9716,2025-11-19 20:15:54+00,Mercedes,MAIN,,100757E2,757E210864,,,
9715,2025-11-19 19:50:20+00,Mercedes,MAIN,,100757E2,757E210863,,,
9714,2025-11-19 19:31:38+00,Mercedes,MAIN,,100757E2,757E210862,,,
9713,2025-11-19 18:55:05+00,Mercedes,MAIN,,100757E2,757E210861,,,
9712,2025-11-19 18:12:46+00,Mercedes,MAIN,,100757E2,757E210860,,,
9681,2025-12-18 14:22:26.122688+00,Maria G,OP7,+B446100757EL1/$+757EL12418B,100757EL,757EL12418,,,
95,2025-12-17 19:26:54.113078+00,Faye,OP4,+B446100757EL1/$+757EL124215,100757EL,757EL12421,,,
6909,2025-12-16 12:35:44+00,Faye,OP4,+B446100757EL1/$+757EL12417A,100757EL,757EL12417,,,
6652,2025-12-15 08:43:52+00,Faye,OP4,+B446100757EL1/$+757EL124169,100757EL,757EL12416,,,
6639,2025-12-15 07:45:07+00,Faye,OP4,+B446100757EL1/$+757EL124136,100757EL,757EL12413,,,
11644,2025-12-11 15:01:05+00,Faye,OP4,,100757EL,757EL12412,,,
11634,2025-12-11 14:34:45+00,Faye,OP4,,100757EL,757EL12411,,,
11628,2025-12-11 14:06:55+00,Faye,OP4,,100757EL,757EL12410,,,
11353,2025-12-09 17:42:51+00,Faye,OP4,,100757EL,757EL12409,,,
11201,2025-12-08 19:49:48+00,Faye,OP4,,100757EL,757EL12408,,,
11169,2025-12-08 17:56:36+00,Faye,OP4,,100757EL,757EL12415,,,
11168,2025-12-08 17:54:53+00,Faye,OP4,,100757EL,757EL12414,,,
11166,2025-12-08 17:48:10+00,Faye,OP4,,100757EL,757EL12407,,,
10912,2025-12-04 18:48:04+00,Faye,OP4,,100757EL,757EL12406,,,
10905,2025-12-04 18:09:54+00,Faye,OP4,,100757EL,757EL12405,,,
10434,2025-12-02 12:58:01+00,Faye,MAIN,,100757EL,757EL12404,,,
10252,2025-12-01 12:55:36+00,Faye,OP4,,100757EL,757EL12403,,,
10250,2025-12-01 12:49:20+00,Faye,OP4,,100757EL,757EL12402,,,
9935,2025-11-25 15:02:13+00,Evis,MAIN,,100757EL,757EL12395,EDGE LABEL,,
9934,2025-11-25 15:02:03+00,Evis,MAIN,,100757EL,757EL12393,,,
9933,2025-11-25 15:01:49+00,Evis,MAIN,,100757EL,757EL12394,,,
9810,2025-11-21 14:53:55+00,Evis,MAIN,,100757EL,757EL124013,,,
9809,2025-11-21 14:39:56+00,Evis,MAIN,,100757EL,757EL124002,,,
9764,2025-11-20 17:52:11+00,Laura,MAIN,,100757EL,757EL12392,,,
6992,2025-12-17 19:28:39+00,Faye,OP4,+B446100757EN1/$+757EN112036,100757EN,757EN11203,,,
6990,2025-12-17 18:54:26+00,Faye,OP4,+B446100757EN1/$+757EN112025,100757EN,757EN11202,,,
39,2025-12-17 12:28:39+00,Faye,OP4,+B446100757EN1/$+757EN112036,100757EN,757EN112036,,,
30,2025-12-17 11:54:26+00,Faye,OP4,+B446100757EN1/$+757EN112025,100757EN,757EN112025,,,
10884,2025-12-04 16:56:02+00,Faye,OP4,,100757EN,757EN11201,,,
10876,2025-12-04 16:21:27+00,Faye,OP4,,100757EN,757EN11200,,,
10789,2025-12-03 21:14:56+00,Faye,OP4,,100757EN,757EN11199,,,
9997,2025-11-25 19:31:21+00,Evis,MAIN,,100757EN,757EN11198,,,
9995,2025-11-25 19:30:07+00,Evis,MAIN,,100757EN,757EN11197,,,
9838,2025-11-24 13:55:45+00,Debbie,MAIN,,100757EN,757EN11195,,,
11851,2025-12-18 19:49:19.656941+00,Debbie M,OP10,+B446100757EW1/$+757EW24844$,100757EW,757EW24844,,757EW24844-OP10-1766087359500,
11850,2025-12-18 19:45:18.440081+00,Debbie M,OP10,+B446100757EW1/$+757EW24843,100757EW,757EW24843,,757EW24843-OP10-1766087118273,
11839,2025-12-18 18:38:02.786528+00,Debbie M,OP10,+B446100757EW1/$+757EW24842.,100757EW,757EW24842,,757EW24842-OP10-1766083082605,
11826,2025-12-18 17:39:03.874657+00,Faye,OP4,+B446100757EW1/$+757EW24841-,100757EW,757EW24841,,,
11817,2025-12-18 16:35:35.709327+00,Faye,OP4,+B446100757EW1/$+757EW24840Z,100757EW,757EW24840,,,
11810,2025-12-18 15:55:36.350747+00,Faye,OP4,+B446100757EW1/$+757EW248390,100757EW,757EW24839,,,
9700,2025-12-18 15:19:48.532813+00,Faye,OP4,+B446100757EW1/$+757EW24838%,100757EW,757EW24838,,,
9691,2025-12-18 14:44:07.773454+00,Faye,OP4,+B446100757EW1/$+757EW24837+,100757EW,757EW24837,,,
9680,2025-12-18 14:16:49.589054+00,Faye,OP4,+B446100757EW1/$+757EW24836/,100757EW,757EW24836,,,
9667,2025-12-18 13:47:43.525712+00,Faye,OP4,+B446100757EW1/$+757EW24835$,100757EW,757EW24835,,,
9657,2025-12-18 13:03:08.996433+00,Faye,OP4,+B446100757EW1/$+757EW24834,100757EW,757EW24834,,,
9656,2025-12-18 13:01:22.32169+00,Faye,OP4,+B446100757EW1/$+757EW24833.,100757EW,757EW24833,,,
9653,2025-12-18 12:45:16.644509+00,Maria G,OP7,+B446100757EW1/$+757EW24830Y,100757EW,757EW24830,,,
9646,2025-12-18 12:06:53.13673+00,Faye,OP4,+B446100757EW1/$+757EW24832-,100757EW,757EW24832,,,
109,2025-12-17 20:30:06.522217+00,Maria G,OP7,+B446100757EW1/$+757EW24829%,100757EW,757EW24829,,,
107,2025-12-17 20:28:48.613254+00,Maria G,OP7,+B446100757EW1/$+757EW24828+,100757EW,757EW24828,,,
100,2025-12-17 19:44:11.230318+00,Maria G,OP7,+B446100757EW1/$+757EW24827/,100757EW,757EW24827,,,
99,2025-12-17 19:42:58.320782+00,Maria G,OP7,+B446100757EW1/$+757EW24826$,100757EW,757EW24826,,,
69,2025-12-17 18:55:11.258805+00,Maria G,OP7,+B446100757EW1/$+757EW24825,100757EW,757EW24825,,,
6552,2025-12-17 12:00:00+00,Faye,,,100757EW,757EW24824,,,
6985,2025-12-16 16:22:09+00,Faye,OP4,+B446100757EW1/$+757EW24823-,100757EW,757EW24823,,,
6978,2025-12-16 16:06:54+00,Faye,OP4,+B446100757EW1/$+757EW24822Z,100757EW,757EW24822,,,
6851,2025-12-16 09:50:43+00,Faye,OP4,+B446100757EW1/$+757EW24821Y,100757EW,757EW24821,,,
6846,2025-12-16 09:21:49+00,Faye,OP4,+B446100757EW1/$+757EW24820X,100757EW,757EW24820,,,
6674,2025-12-15 09:47:19+00,Faye,OP4,+B446100757EW1/$+757EW24819+,100757EW,757EW24819,,,
6663,2025-12-15 09:16:43+00,Faye,OP4,+B446100757EW1/$+757EW24818/,100757EW,757EW24818,,,
11687,2025-12-11 17:54:07+00,Faye,OP4,,100757EW,757EW24817,,,
11686,2025-12-11 17:52:42+00,Faye,OP4,,100757EW,757EW24816,,,
11671,2025-12-11 16:24:33+00,Faye,OP4,,100757EW,757EW24815,,,
10720,2025-12-03 16:41:37+00,Laura,MAIN,,100757EW,757EW24814,,,
10719,2025-12-03 16:41:05+00,Laura,MAIN,,100757EW,757EW24813,,,
10670,2025-12-03 14:21:15+00,Laura,MAIN,,100757EW,757EW24812,,,
10669,2025-12-03 14:20:50+00,Laura,MAIN,,100757EW,757EW24811,,,
10668,2025-12-03 14:20:32+00,Laura,MAIN,,100757EW,757EW24810,,,
10667,2025-12-03 14:20:23+00,Laura,MAIN,,100757EW,757EW24809,,,
10603,2025-12-02 21:19:54+00,Laura,MAIN,,100757EW,757EW24806,,,
10602,2025-12-02 21:18:31+00,Laura,MAIN,,100757EW,757EW24808,,,
10596,2025-12-02 20:48:29+00,Laura,MAIN,,100757EW,757EW24807,,,
10469,2025-12-02 14:15:43+00,Faye,MAIN,,100757EW,757EW24805,,,
10460,2025-12-02 13:46:13+00,Faye,MAIN,,100757EW,757EW24804,,,
10435,2025-12-02 13:00:14+00,Faye,MAIN,,100757EW,757EW24803,,,
10241,2025-12-01 12:14:42+00,Faye,OP4,,100757EW,757EW24802,,,
9815,2025-11-21 15:35:42+00,Laura,MAIN,,100757EW,757EW24801,,,
9814,2025-11-21 15:32:28+00,Laura,MAIN,,100757EW,757EW24800,,,
9813,2025-11-21 15:32:21+00,Laura,MAIN,,100757EW,757EW247995,,,
11602,2025-12-11 12:32:10+00,Faye,OP4,,100757NKNW,757NKNW10483,,,
11597,2025-12-11 11:50:08+00,Faye,OP4,,100757NKNW,757NKNW10482,,,
11589,2025-12-10 21:15:45+00,Faye,OP4,,100757NKNW,757NKNW10481,,,
11579,2025-12-10 20:19:33+00,Faye,OP4,,100757NKNW,757NKNW10480,,,
9931,2025-11-25 15:01:27+00,Evis,MAIN,,100757NKNW,757NKNW10479,,,
11187,2025-12-08 19:08:34+00,Faye,OP4,,100757NW,757NW14018,,,
11179,2025-12-08 18:23:48+00,Faye,OP4,,100757NW,757NW14017,,,
10820,2025-12-04 13:03:17+00,Faye,OP4,,100757NW,757NW14016,,,
10810,2025-12-04 12:29:50+00,Faye,OP4,,100757NW,757NW14015,,,
9883,2025-11-25 12:46:26+00,Amanda,OP2,,100757NW,757NW14014,,,
9882,2025-11-25 12:45:51+00,Amanda,OP2,,100757NW,757NW14013,,,
9881,2025-11-25 12:45:33+00,Amanda,OP2,,100757NW,757NW14012,,,
9651,2025-12-18 12:32:53.163105+00,Debbie G,MAIN,+B446100758EL1/$+758EL114227,100758EL,758EL11422,,,
103,2025-12-17 20:09:32.009219+00,Faye,OP4,+B446100758EL1/$+758EL114216,100758EL,758EL11421,,,
11128,2025-12-08 15:10:30+00,Faye,OP4,,100758EL,758EL11420,,,
10764,2025-12-03 19:21:14+00,Faye,OP4,,100758EL,758EL11419,,,
10752,2025-12-03 18:50:31+00,Faye,OP4,,100758EL,758EL11418,,,
10739,2025-12-03 18:02:51+00,Faye,OP4,,100758EL,758EL11416,,,
10726,2025-12-03 16:58:48+00,Faye,OP4,,100758EL,758EL11415,,,
10709,2025-12-03 16:29:47+00,Faye,OP4,,100758EL,758EL11417,,,
9808,2025-11-21 14:34:45+00,Evis,MAIN,,100758EL,758EL114148,,,
11847,2025-12-18 19:33:02.267313+00,Maria G,OP7,+B446100758EW1/$+758EW14519$,100758EW,758EW14519,,,
11846,2025-12-18 19:31:32.280444+00,Maria G,OP7,+B446100758EW1/$+758EW14518,100758EW,758EW14518,,,
11615,2025-12-11 13:06:51+00,Faye,OP4,,100758EW,758EW14517,,,
10766,2025-12-03 19:30:36+00,Laura,MAIN,,100758EW,758EW14516,Not bagged,,
10748,2025-12-03 18:23:37+00,Laura,MAIN,,100758EW,758EW14515,,,
9913,2025-11-25 14:14:21+00,Stephanie,MAIN,,100758EW,758EW14512,,,
9885,2025-11-25 12:50:27+00,Maria L,OP12,,100758EW,758EW14514,,,
9884,2025-11-25 12:49:56+00,Maria L,OP12,,100758EW,758EW14513,,,
9718,2025-11-19 15:17:53+00,Mercedes,MAIN,,100758EW,758EW14511,,,
9717,2025-11-19 14:41:35+00,Mercedes,MAIN,,100758EW,758EW14510,,,
10319,2025-12-01 16:36:24+00,Faye,OP4,,100758NKNW,758NKNW10666,,,
11858,2025-12-18 20:24:04.033409+00,Maria G,OP7,+B446100758NW1/$+758NW12657F,100758NW,758NW12657,,,
11857,2025-12-18 20:22:13.084387+00,Maria G,OP7,+B446100758NW1/$+758NW12656E,100758NW,758NW12656,,,
10802,2025-12-03 21:49:44+00,Laura,MAIN,,100758NW,758NW12655,,,
10801,2025-12-03 21:49:32+00,Laura,MAIN,,100758NW,758NW12654,,,
11837,2025-12-18 18:28:39.070216+00,Maria G,OP7,+B446100759E21/$+759E2109857Y,100759E2,759E2109857,,,
11836,2025-12-18 18:27:14.106786+00,Maria G,OP7,+B446100759E21/$+759E2109856X,100759E2,759E2109856,,,
11831,2025-12-18 17:52:46.173531+00,Maria G,OP7,+B446100759E21/$+759E2109855W,100759E2,759E2109855,,,
11830,2025-12-18 17:51:53.177496+00,Maria G,OP7,+B446100759E21/$+759E2109854V,100759E2,759E2109854,,,
11813,2025-12-18 16:16:25.505971+00,Maria G,OP7,+B446100759E21/$+759E2109853U,100759E2,759E2109853,,,
11812,2025-12-18 16:15:16.65791+00,Maria G,OP7,+B446100759E21/$+759E2109852T,100759E2,759E2109852,,,
9699,2025-12-18 15:18:32.634085+00,Maria G,OP7,+B446100759E21/$+759E2109851S,100759E2,759E2109851,,,
9697,2025-12-18 15:17:09.689722+00,Maria G,OP7,+B446100759E21/$+759E2109850R,100759E2,759E2109850,,,
10500,2025-12-02 15:28:16+00,Debbie,MAIN,,100759E2,759E2109840,SO,,
10494,2025-12-02 15:12:56+00,Debbie,MAIN,,100759E2,759E2109839,SO,,
10472,2025-12-02 14:20:57+00,Debbie,MAIN,,100759E2,759E2109838,SO,,
10470,2025-12-02 14:17:56+00,Debbie,MAIN,,100759E2,759E2109837,SO,,
10459,2025-12-02 13:45:59+00,Laura,MAIN,,100759E2,759E2109849,SO,,
10436,2025-12-02 13:00:28+00,Debbie,MAIN,,100759E2,759E2109836,,,
10433,2025-12-02 12:57:52+00,Debbie,MAIN,,100759E2,759E2109835,,,
10422,2025-12-02 11:19:45+00,Debbie,MAIN,,100759E2,759E2109834,,,
10421,2025-12-02 11:19:13+00,Debbie,MAIN,,100759E2,759E2109833,SO,,
10420,2025-12-02 11:18:51+00,Laura,MAIN,,100759E2,759E2109848,SO,,
10411,2025-12-01 21:20:58+00,Laura,MAIN,,100759E2,759E2109847,,,
10410,2025-12-01 21:20:14+00,Laura,MAIN,,100759E2,759E2109846,,,
10409,2025-12-01 21:20:07+00,Laura,MAIN,,100759E2,759E2109845,,,
10407,2025-12-01 21:19:15+00,Laura,MAIN,,100759E2,759E2109844,,,
10406,2025-12-01 21:14:35+00,Laura,MAIN,,100759E2,759E2109843,,,
10405,2025-12-01 21:10:40+00,Laura,MAIN,,100759E2,759E2109842,,,
10403,2025-12-01 21:08:27+00,Laura,MAIN,,100759E2,759E2109841,,,
10394,2025-12-01 20:30:45+00,Debbie,MAIN,,100759E2,759E2109832,,,
10393,2025-12-01 20:30:25+00,Debbie,MAIN,,100759E2,759E2109831,,,
10385,2025-12-01 20:20:04+00,Debbie,MAIN,,100759E2,759E2109830,,,
10384,2025-12-01 20:19:57+00,Debbie,MAIN,,100759E2,759E2109829,,,
10383,2025-12-01 20:19:44+00,Debbie,MAIN,,100759E2,759E2109828,,,
10382,2025-12-01 20:19:36+00,Debbie,MAIN,,100759E2,759E2109827,,,
10380,2025-12-01 20:19:20+00,Debbie,MAIN,,100759E2,759E2109826,,,
10379,2025-12-01 20:19:13+00,Debbie,MAIN,,100759E2,759E2109825,,,
10378,2025-12-01 20:18:51+00,Debbie,MAIN,,100759E2,759E2109824,,,
10377,2025-12-01 20:18:06+00,Debbie,MAIN,,100759E2,759E2109823,,,
10376,2025-12-01 20:17:50+00,Debbie,MAIN,,100759E2,759E2109822,,,
10375,2025-12-01 20:17:41+00,Debbie,MAIN,,100759E2,759E2109821,,,
10545,2025-12-02 18:03:56+00,Faye,MAIN,,100759EL,759EL10407,,,
10534,2025-12-02 17:35:15+00,Faye,MAIN,,100759EL,759EL10406,,,
10523,2025-12-02 16:34:28+00,Faye,MAIN,,100759EL,759EL10405,,,
10511,2025-12-02 15:50:41+00,Faye,MAIN,,100759EL,759EL10404,,,
10497,2025-12-02 15:23:23+00,Faye,MAIN,,100759EL,759EL10403,,,
10483,2025-12-02 14:51:21+00,Faye,MAIN,,100759EL,759EL10402,,,
10424,2025-12-02 11:36:09+00,Faye,MAIN,,100759ELRN,100759ELRN20011,,,
